2000	0.02484	0.00261694	10	
4000	0.04915	0.000895824	10	
6000	0.07211	0.000301496	10	
8000	0.09633	0.00149937	10	
10000	0.11962	0.000295973	10	
12000	0.14444	0.00297194	10	
14000	0.16721	0.000298161	10	
16000	0.19382	0.00795045	10	
18000	0.21808	0.00143652	10	
20000	0.23874	0.000785111	10	
